Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
428,2023-10-10,CUST428,Female,40,ELECTRONICS,4,50.0,200.0
429,2023-12-28,CUST429,Male,64,ELECTRONICS,2,25.0,50.0
430,2023-08-07,CUST430,Female,43,ELECTRONICS,3,300.0,900.0
431,2023-10-15,CUST431,Male,63,ELECTRONICS,4,300.0,1200.0
432,2023-01-05,CUST432,Female,60,ELECTRONICS,2,500.0,1000.0
434,2023-02-08,CUST434,Female,43,ELECTRONICS,2,25.0,50.0
437,2023-10-07,CUST437,Female,35,ELECTRONICS,4,300.0,1200.0
445,2023-01-22,CUST445,Female,53,ELECTRONICS,1,300.0,300.0
446,2023-06-07,CUST446,Male,21,ELECTRONICS,1,50.0,50.0
449,2023-07-03,CUST449,Male,25,ELECTRONICS,4,50.0,200.0
451,2023-12-16,CUST451,Female,45,ELECTRONICS,1,30.0,30.0
455,2023-07-01,CUST455,Male,31,ELECTRONICS,4,25.0,100.0
456,2023-10-14,CUST456,Male,57,ELECTRONICS,2,30.0,60.0
458,2023-11-14,CUST458,Female,39,ELECTRONICS,4,25.0,100.0
462,2023-04-01,CUST462,Male,63,ELECTRONICS,4,300.0,1200.0
464,2023-01-13,CUST464,Male,38,ELECTRONICS,2,300.0,600.0
465,2023-04-02,CUST465,Female,43,ELECTRONICS,3,50.0,150.0
466,2023-06-20,CUST466,Male,63,ELECTRONICS,4,25.0,100.0
467,2023-07-30,CUST467,Female,53,ELECTRONICS,3,50.0,150.0
468,2023-12-09,CUST468,Male,40,ELECTRONICS,1,25.0,25.0
479,2023-08-24,CUST479,Male,52,ELECTRONICS,4,300.0,1200.0
481,2023-06-06,CUST481,Female,43,ELECTRONICS,4,300.0,1200.0
485,2023-12-04,CUST485,Male,24,ELECTRONICS,1,30.0,30.0
486,2023-04-09,CUST486,Female,35,ELECTRONICS,1,25.0,25.0
488,2023-06-18,CUST488,Female,51,ELECTRONICS,3,300.0,900.0
489,2023-05-23,CUST489,Male,44,ELECTRONICS,1,30.0,30.0
491,2023-05-23,CUST491,Female,60,ELECTRONICS,3,300.0,900.0
501,2023-05-14,CUST501,Male,39,ELECTRONICS,2,30.0,60.0
502,2023-04-02,CUST502,Male,43,ELECTRONICS,3,50.0,150.0
507,2023-11-02,CUST507,Female,37,ELECTRONICS,3,500.0,1500.0
509,2023-06-26,CUST509,Female,37,ELECTRONICS,3,300.0,900.0
513,2023-09-19,CUST513,Male,24,ELECTRONICS,4,25.0,100.0
514,2023-03-01,CUST514,Female,18,ELECTRONICS,1,300.0,300.0
519,2023-01-23,CUST519,Female,36,ELECTRONICS,4,30.0,120.0
520,2023-12-29,CUST520,Female,49,ELECTRONICS,4,25.0,100.0
523,2023-09-24,CUST523,Female,62,ELECTRONICS,1,300.0,300.0
530,2023-02-05,CUST530,Female,18,ELECTRONICS,4,30.0,120.0
531,2023-12-07,CUST531,Male,31,ELECTRONICS,1,500.0,500.0
533,2023-11-16,CUST533,Male,19,ELECTRONICS,3,500.0,1500.0
540,2023-12-08,CUST540,Female,46,ELECTRONICS,3,300.0,900.0
544,2023-12-23,CUST544,Female,27,ELECTRONICS,1,25.0,25.0
546,2023-10-11,CUST546,Female,36,ELECTRONICS,4,50.0,200.0
551,2023-07-14,CUST551,Male,45,ELECTRONICS,3,300.0,900.0
552,2023-12-13,CUST552,Female,49,ELECTRONICS,3,25.0,75.0
556,2023-06-04,CUST556,Female,18,ELECTRONICS,1,50.0,50.0
560,2023-06-05,CUST560,Female,25,ELECTRONICS,1,50.0,50.0
562,2023-04-18,CUST562,Male,54,ELECTRONICS,2,25.0,50.0
564,2023-10-24,CUST564,Male,50,ELECTRONICS,2,50.0,100.0
568,2023-08-27,CUST568,Female,51,ELECTRONICS,1,300.0,300.0
569,2023-08-15,CUST569,Male,52,ELECTRONICS,4,50.0,200.0
571,2023-12-12,CUST571,Female,41,ELECTRONICS,1,50.0,50.0
574,2023-08-31,CUST574,Female,63,ELECTRONICS,2,25.0,50.0
579,2023-09-21,CUST579,Female,38,ELECTRONICS,1,30.0,30.0
583,2023-06-21,CUST583,Female,24,ELECTRONICS,4,25.0,100.0
586,2023-12-11,CUST586,Male,50,ELECTRONICS,1,50.0,50.0
588,2023-04-26,CUST588,Male,38,ELECTRONICS,2,30.0,60.0
591,2023-01-13,CUST591,Male,53,ELECTRONICS,4,25.0,100.0
593,2023-05-06,CUST593,Male,35,ELECTRONICS,2,30.0,60.0
594,2023-09-01,CUST594,Female,19,ELECTRONICS,2,300.0,600.0
596,2023-02-07,CUST596,Female,64,ELECTRONICS,1,300.0,300.0
602,2023-12-23,CUST602,Female,20,ELECTRONICS,1,300.0,300.0
604,2023-09-11,CUST604,Female,29,ELECTRONICS,4,50.0,200.0
605,2023-07-24,CUST605,Male,37,ELECTRONICS,2,500.0,1000.0
606,2023-05-05,CUST606,Male,22,ELECTRONICS,1,50.0,50.0
608,2023-12-02,CUST608,Female,55,ELECTRONICS,3,500.0,1500.0
612,2023-08-06,CUST612,Female,61,ELECTRONICS,1,500.0,500.0
617,2023-08-26,CUST617,Male,34,ELECTRONICS,1,30.0,30.0
619,2023-10-13,CUST619,Male,47,ELECTRONICS,4,25.0,100.0
620,2023-05-08,CUST620,Male,63,ELECTRONICS,3,25.0,75.0
629,2023-06-12,CUST629,Male,62,ELECTRONICS,2,25.0,50.0
631,2023-11-10,CUST631,Male,56,ELECTRONICS,3,30.0,90.0
632,2023-09-16,CUST632,Female,26,ELECTRONICS,4,25.0,100.0
634,2023-10-08,CUST634,Male,60,ELECTRONICS,4,500.0,2000.0
635,2023-08-17,CUST635,Female,63,ELECTRONICS,3,300.0,900.0
638,2023-08-19,CUST638,Male,46,ELECTRONICS,1,500.0,500.0
640,2023-05-07,CUST640,Female,51,ELECTRONICS,4,30.0,120.0
641,2023-11-23,CUST641,Female,40,ELECTRONICS,1,300.0,300.0
643,2023-09-24,CUST643,Female,28,ELECTRONICS,3,30.0,90.0
645,2023-11-17,CUST645,Female,35,ELECTRONICS,4,30.0,120.0
650,2024-01-01,CUST650,Male,55,ELECTRONICS,1,30.0,30.0
659,2023-03-19,CUST659,Female,39,ELECTRONICS,1,30.0,30.0
666,2023-02-02,CUST666,Male,51,ELECTRONICS,3,50.0,150.0
667,2023-08-01,CUST667,Female,29,ELECTRONICS,1,500.0,500.0
668,2023-07-28,CUST668,Female,62,ELECTRONICS,3,50.0,150.0
671,2023-08-27,CUST671,Male,62,ELECTRONICS,3,50.0,150.0
676,2023-07-19,CUST676,Male,63,ELECTRONICS,3,500.0,1500.0
678,2023-12-23,CUST678,Female,60,ELECTRONICS,3,300.0,900.0
681,2023-07-14,CUST681,Female,43,ELECTRONICS,2,30.0,60.0
685,2023-06-02,CUST685,Male,57,ELECTRONICS,2,25.0,50.0
686,2023-07-19,CUST686,Female,28,ELECTRONICS,4,50.0,200.0
687,2023-08-03,CUST687,Female,53,ELECTRONICS,1,300.0,300.0
689,2023-10-07,CUST689,Male,57,ELECTRONICS,2,50.0,100.0
694,2023-05-20,CUST694,Female,39,ELECTRONICS,2,25.0,50.0
695,2023-08-12,CUST695,Female,22,ELECTRONICS,3,50.0,150.0
698,2023-07-19,CUST698,Female,64,ELECTRONICS,1,300.0,300.0
700,2023-12-09,CUST700,Male,36,ELECTRONICS,4,500.0,2000.0
703,2023-03-26,CUST703,Male,34,ELECTRONICS,2,50.0,100.0
705,2023-03-07,CUST705,Male,60,ELECTRONICS,2,25.0,50.0
706,2023-11-15,CUST706,Male,51,ELECTRONICS,4,25.0,100.0
709,2023-07-21,CUST709,Female,19,ELECTRONICS,2,500.0,1000.0
710,2023-10-31,CUST710,Female,26,ELECTRONICS,3,500.0,1500.0
711,2023-10-16,CUST711,Male,26,ELECTRONICS,3,500.0,1500.0
725,2023-08-21,CUST725,Male,61,ELECTRONICS,1,300.0,300.0
728,2023-07-14,CUST728,Male,51,ELECTRONICS,3,50.0,150.0
732,2023-02-11,CUST732,Male,61,ELECTRONICS,2,500.0,1000.0
742,2023-01-21,CUST742,Female,38,ELECTRONICS,4,500.0,2000.0
744,2023-05-07,CUST744,Male,40,ELECTRONICS,1,25.0,25.0
754,2023-10-16,CUST754,Female,43,ELECTRONICS,4,25.0,100.0
756,2023-08-27,CUST756,Female,62,ELECTRONICS,4,300.0,1200.0
757,2023-12-25,CUST757,Female,43,ELECTRONICS,4,300.0,1200.0
759,2023-07-08,CUST759,Male,49,ELECTRONICS,2,50.0,100.0
762,2023-11-07,CUST762,Female,24,ELECTRONICS,2,25.0,50.0
766,2023-02-25,CUST766,Male,38,ELECTRONICS,3,300.0,900.0
769,2023-06-09,CUST769,Female,31,ELECTRONICS,4,30.0,120.0
771,2023-12-13,CUST771,Male,24,ELECTRONICS,2,25.0,50.0
772,2023-07-12,CUST772,Male,26,ELECTRONICS,1,30.0,30.0
773,2023-07-23,CUST773,Male,25,ELECTRONICS,4,500.0,2000.0
775,2023-02-08,CUST775,Female,46,ELECTRONICS,4,25.0,100.0
777,2023-12-20,CUST777,Male,48,ELECTRONICS,3,50.0,150.0
779,2023-05-05,CUST779,Female,56,ELECTRONICS,2,500.0,1000.0
780,2023-02-22,CUST780,Male,52,ELECTRONICS,2,25.0,50.0
784,2023-11-04,CUST784,Female,34,ELECTRONICS,1,500.0,500.0
787,2023-01-22,CUST787,Male,41,ELECTRONICS,1,25.0,25.0
795,2023-11-28,CUST795,Male,57,ELECTRONICS,1,300.0,300.0
799,2023-09-08,CUST799,Male,56,ELECTRONICS,2,50.0,100.0
804,2023-08-24,CUST804,Male,42,ELECTRONICS,1,30.0,30.0
807,2023-08-11,CUST807,Female,50,ELECTRONICS,4,50.0,200.0
810,2023-11-30,CUST810,Male,59,ELECTRONICS,4,25.0,100.0
812,2023-11-12,CUST812,Male,19,ELECTRONICS,3,25.0,75.0
813,2023-10-03,CUST813,Male,52,ELECTRONICS,3,50.0,150.0
818,2023-05-18,CUST818,Male,30,ELECTRONICS,1,500.0,500.0
820,2023-05-06,CUST820,Male,49,ELECTRONICS,4,50.0,200.0
821,2023-02-14,CUST821,Male,49,ELECTRONICS,1,300.0,300.0
823,2023-08-19,CUST823,Female,56,ELECTRONICS,2,50.0,100.0
828,2023-12-09,CUST828,Female,33,ELECTRONICS,4,300.0,1200.0
831,2023-01-15,CUST831,Male,27,ELECTRONICS,4,25.0,100.0
838,2023-05-13,CUST838,Male,47,ELECTRONICS,2,300.0,600.0
839,2023-06-24,CUST839,Female,20,ELECTRONICS,4,300.0,1200.0
841,2023-11-02,CUST841,Male,31,ELECTRONICS,4,25.0,100.0
847,2023-04-08,CUST847,Female,18,ELECTRONICS,4,300.0,1200.0
851,2023-09-08,CUST851,Male,32,ELECTRONICS,2,25.0,50.0
856,2023-11-27,CUST856,Male,54,ELECTRONICS,4,30.0,120.0
857,2023-12-31,CUST857,Male,60,ELECTRONICS,2,25.0,50.0
858,2023-09-09,CUST858,Male,23,ELECTRONICS,2,50.0,100.0
859,2023-08-18,CUST859,Female,56,ELECTRONICS,3,500.0,1500.0
862,2023-05-31,CUST862,Male,28,ELECTRONICS,4,300.0,1200.0
863,2023-04-24,CUST863,Female,30,ELECTRONICS,2,25.0,50.0
864,2023-07-27,CUST864,Female,51,ELECTRONICS,1,500.0,500.0
866,2023-05-05,CUST866,Male,24,ELECTRONICS,1,50.0,50.0
867,2023-06-06,CUST867,Male,21,ELECTRONICS,1,500.0,500.0
868,2023-12-06,CUST868,Female,25,ELECTRONICS,1,300.0,300.0
870,2023-07-08,CUST870,Female,46,ELECTRONICS,4,30.0,120.0
873,2023-09-29,CUST873,Female,27,ELECTRONICS,4,25.0,100.0
875,2023-08-06,CUST875,Female,51,ELECTRONICS,4,500.0,2000.0
881,2023-05-19,CUST881,Male,22,ELECTRONICS,1,300.0,300.0
882,2023-06-06,CUST882,Female,64,ELECTRONICS,2,25.0,50.0
883,2023-05-09,CUST883,Male,40,ELECTRONICS,1,500.0,500.0
886,2023-04-09,CUST886,Male,37,ELECTRONICS,3,300.0,900.0
888,2023-03-03,CUST888,Female,52,ELECTRONICS,4,25.0,100.0
889,2023-10-02,CUST889,Female,35,ELECTRONICS,1,50.0,50.0
890,2023-12-20,CUST890,Male,34,ELECTRONICS,2,25.0,50.0
891,2023-04-05,CUST891,Male,41,ELECTRONICS,3,300.0,900.0
892,2023-04-09,CUST892,Male,20,ELECTRONICS,1,50.0,50.0
893,2023-04-21,CUST893,Male,49,ELECTRONICS,1,50.0,50.0
894,2023-09-05,CUST894,Male,52,ELECTRONICS,1,30.0,30.0
896,2023-10-29,CUST896,Female,30,ELECTRONICS,2,25.0,50.0
897,2023-09-26,CUST897,Female,64,ELECTRONICS,2,50.0,100.0
901,2023-04-10,CUST901,Male,31,ELECTRONICS,1,30.0,30.0
907,2023-01-08,CUST907,Female,45,ELECTRONICS,1,25.0,25.0
909,2023-10-01,CUST909,Male,26,ELECTRONICS,1,300.0,300.0
911,2023-05-21,CUST911,Male,42,ELECTRONICS,3,300.0,900.0
913,2023-01-28,CUST913,Male,29,ELECTRONICS,3,30.0,90.0
914,2023-10-11,CUST914,Female,59,ELECTRONICS,1,500.0,500.0
916,2023-12-24,CUST916,Female,32,ELECTRONICS,1,50.0,50.0
917,2023-03-06,CUST917,Female,57,ELECTRONICS,4,50.0,200.0
918,2023-11-23,CUST918,Female,42,ELECTRONICS,3,30.0,90.0
921,2023-01-07,CUST921,Male,51,ELECTRONICS,3,25.0,75.0
922,2023-10-21,CUST922,Male,41,ELECTRONICS,1,50.0,50.0
925,2023-09-03,CUST925,Male,25,ELECTRONICS,1,300.0,300.0
926,2023-08-14,CUST926,Male,22,ELECTRONICS,1,30.0,30.0
927,2023-06-24,CUST927,Male,43,ELECTRONICS,4,500.0,2000.0
939,2023-12-18,CUST939,Female,46,ELECTRONICS,1,300.0,300.0
940,2023-01-28,CUST940,Female,20,ELECTRONICS,1,30.0,30.0
946,2023-05-08,CUST946,Male,62,ELECTRONICS,4,500.0,2000.0
948,2023-10-13,CUST948,Female,23,ELECTRONICS,3,25.0,75.0
949,2023-08-02,CUST949,Female,41,ELECTRONICS,2,25.0,50.0
954,2023-09-25,CUST954,Female,50,ELECTRONICS,3,300.0,900.0
957,2023-08-15,CUST957,Female,60,ELECTRONICS,4,30.0,120.0
958,2023-06-02,CUST958,Male,62,ELECTRONICS,2,25.0,50.0
959,2023-10-29,CUST959,Female,42,ELECTRONICS,2,30.0,60.0
966,2023-02-20,CUST966,Male,60,ELECTRONICS,2,500.0,1000.0
970,2023-05-16,CUST970,Male,59,ELECTRONICS,4,500.0,2000.0
971,2023-12-05,CUST971,Female,27,ELECTRONICS,4,50.0,200.0
977,2023-02-08,CUST977,Female,35,ELECTRONICS,3,25.0,75.0
980,2023-07-29,CUST980,Female,31,ELECTRONICS,3,25.0,75.0
981,2023-08-19,CUST981,Female,30,ELECTRONICS,2,30.0,60.0
985,2023-05-30,CUST985,Female,19,ELECTRONICS,2,25.0,50.0
989,2023-12-28,CUST989,Female,44,ELECTRONICS,1,25.0,25.0
992,2023-08-21,CUST992,Female,57,ELECTRONICS,2,30.0,60.0
993,2023-02-06,CUST993,Female,48,ELECTRONICS,3,50.0,150.0
999,2023-12-05,CUST999,Female,36,ELECTRONICS,3,50.0,150.0
1000,2023-04-12,CUST1000,Male,47,ELECTRONICS,4,30.0,120.0
